cluster 1	cluster 2	cluster 3	cluster 4	cluster 5	cluster 6	cluster 7	cluster 8	cluster 9	cluster 10	cluster 11	cluster 12	cluster 13	cluster 14	cluster 15	cluster 16	cluster 17	cluster 18	cluster 19	cluster 20	cluster 21	cluster 22	cluster 23	cluster 24	cluster 25	cluster 26	cluster 27	cluster 28	cluster 29	cluster 30	cluster 31	cluster 32
MHC class I protein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1525111511088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2 iron, 2 sulfur cluster binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11752332791643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transferase activity, transferring glycosyl groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11752332791643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MHC protein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08083687048607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
steroid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	1.66495253987655	0	0	0	3.51166124606159	0	0	0
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2.25251720184073	0	0	0	0	0	0	0	0
ATPase binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73839970191039	0	0	0	0	0	0	0	0	0	0	0	0	0
steroid dehydrogenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09562496005126	0	0	0	0	2.13034877190245	0	0	0	0	0	0	0	0
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09562496005126	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA polymerase II core promoter proximal region sequence-specific DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07018735931802	0	0	0	0	0	0	0	0	0	0	0	0	0
core promoter proximal region sequence-specific DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05418496897338	0	0	0	0	0	0	0	0	0	0	0	0	0
core promoter proximal region DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05418496897338	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-catenin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38919430392135	0	0	0	0	0	0	0	0	0	0	0	0	0
core promoter sequence-specific DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22507156937886	0	0	0	0	0	0	0	0	0	0	0	0	0
receptor antagonist activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00655106086441	0	0	0	0	0	0	0	0	0	0	0	0	0
core promoter binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96879375875663	0	0	0	0	0	0	0	0	0	0	0	0	0
receptor inhibitor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95328399541801	0	0	0	0	0	0	0	0	0	0	0	0	0
microtubule binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7869329001038	0	0	0	0	0	0	0	0	0	0	0	0	0
aldo-keto reductase (NADP) activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73203043639195	0	0	0	0	0	0	0	0	0	0	0	0	0
organic cation transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
O-acyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
modified amino acid transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23377335501535	0	0	0	0	0	0	0	0	0	0	0	0
cation:cation antiporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81720061082411	0	0	0	0	0	0	0	0	0	0	0	0
solute:cation antiporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74007037023351	0	0	0	0	0	0	0	0	0	0	0	0
palmitoyltransferase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67480592288117	0	0	0	0	0	0	0	0	0	0	0	0
ion antiporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40480770827603	0	0	0	0	0	0	0	0	0	0	4	0
PDZ domain binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12753061117726	0	0	0	0	0	0	0	0	0	0	0	0
glutathione binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65819829996121	0	0	0	0	0	0	0	0	0	0	0
oligopeptide binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63104073487386	0	0	0	0	0	0	0	0	0	0	0
unfolded protein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91918565866108	0	0	0	0	0	0	0	0	0	0
ATPase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62622866257176	0	0	0	0	0	0	0	0	0	0
peptidyl-prolyl cis-trans isomerase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16086660933202	0	0	0	0	0	0	0	0	0	0
cis-trans isomerase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16086660933202	0	0	0	0	0	0	0	0	0	0
ATPase activity, coupled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85946161651777	0	0	0	0	0	0	0	0	0	0
tau protein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04729418464615	0	0	0	0	0	0	0	0	0	0
low-density lipoprotein particle receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98049579295627	0	0	0	0	0	0	0	0	0	0
MHC class II protein complex binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98049579295627	0	0	0	0	0	0	0	0	0	0
MHC protein complex binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93583018213906	0	0	0	0	0	0	0	0	0	0
lipoprotein particle receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93486283089596	0	0	0	0	0	0	0	0	0	0
ATP-dependent DNA helicase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71382359444308	0	0	0	0	0	0	0	0	0	0
retinoid X receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2.83954902062528	0	0	0	0	0	0	0
retinoic acid receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2.53808262002913	0	0	0	0	0	0	0
nuclear hormone receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2.34774302959664	0	1.97660787356286	0	0	0	0	0
hormone receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2.24218484090546	0	2.62479364753876	0	0	0	0	0
transcription coactivator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
retinoid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9465243667903	0	0	0	0	0	0	0	0	0
isoprenoid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9465243667903	0	0	0	0	0	0	0	0	0
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78288649872556	0	0	0	0	0	0	0	0	0
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96957969019933	0	0	0	0	0	0	0	0	0
translation repressor activity, nucleic acid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
sodium:potassium-exchanging ATPase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
very long-chain fatty acid-CoA ligase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
potassium-transporting ATPase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
protein kinase B binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
long-chain fatty acid-CoA ligase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
nucleoside transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
retinal binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
retinol binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80880557567114	0	0	0	0	0	0	0	0	0
vitamin D receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76811578637571	0	0	0	0	0	0	0	0	0
retinoic acid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76811578637571	0	0	0	0	0	0	0	0	0
fatty acid ligase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76811578637571	0	0	0	0	0	0	0	0	0
translation regulator activity, nucleic acid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73548687050911	0	0	0	0	0	0	0	0	0
translation repressor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68655205678472	0	0	0	0	0	0	0	0	0
double-stranded RNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59964214965167	0	0	0	0	0	0	0	0
transmembrane receptor protein tyrosine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58933758520738	0	0	4	0	0	0	0	0
chloride channel regulator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74934680743491	0	0	0	0	0	0	0
glucose transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67105091010773	0	0	0	0	0	0	0
monosaccharide transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66356087275934	0	0	0	0	0	0	0
hexose transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66356087275934	0	0	0	0	0	0	0
sugar transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34774302959664	0	0	0	0	0	0	0
channel inhibitor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2889328033427	0	0	0	0	0	0	0
carbohydrate transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18875664906496	0	0	0	0	0	0	0
carbohydrate transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18875664906496	0	0	0	0	0	0	0
phosphoprotein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05618762485658	0	1.76892871544314	0	0	0	0	0
GABA-A receptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
GABA receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
transmembrane receptor protein kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
non-membrane spanning protein tyrosine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
growth factor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.65813980627365	0	0	0	0
receptor signaling protein activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
protein serine/threonine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
receptor signaling protein serine/threonine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
platelet-derived growth factor receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
MAP kinase kinase kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
integrin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
heparin binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46605910319026	0	0	0	0	0
glycosaminoglycan binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9911480033954	0	0	0	0	0
glucocorticoid receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9033288256795	0	0	0	0	0
platelet-derived growth factor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9033288256795	0	0	0	0	0
MAP kinase kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78222807498869	0	0	0	0	0
mitogen-activated protein kinase kinase binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62479364753876	0	0	0	0	0
ephrin receptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48644225140958	0	0	0	0	0
steroid hormone receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46174506830532	0	0	0	0	0
protein serine/threonine kinase activator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42370748836366	0	0	0	0	0
cell adhesion molecule binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35262330220995	0	0	0	0	0
actin monomer binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29468398419227	0	0	0	0	0
ephrin receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29468398419227	0	0	0	0	0
SH2 domain binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21544857446922	0	0	0	0	0
glycoprotein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21544857446922	0	0	0	0	0
epidermal growth factor receptor binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20207129481988	0	0	0	0	0
protein serine/threonine/tyrosine kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97660787356286	0	0	0	0	0
manganese ion binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8586955533505	0	0	0	0	0
protein kinase activator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68998569950829	0	0	0	0	0
phosphoprotein phosphatase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65316043279331	0	0	0	0	0
protein serine/threonine phosphatase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63133088529068	0	0	0	0	0
kinase activator activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63133088529068	0	0	0	0	1.57448514225598
S100 protein binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70331195013973	0	0	0	0
protein kinase C activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32972414311228	0	0	0
calcium-dependent phospholipid binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5423293240667	0	0	0
inorganic anion exchanger activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
anion:anion antiporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
amide transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
solute:proton symporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
chloride ion binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20767059118249	0
retinol dehydrogenase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56887110056396
